"","BlobID","Compound.Name","Library.Name","Compound.Name_ES","Library.Match.Factor_ES","Library.Reverse.Match.Factor_ES","LRI.I","Library.RI_ES","Compound.Name_NISTmain","Library.Match.Factor_NISTmain","Library.Reverse.Match.Factor_NISTmain","Library.RI_NISTmain","Library.Formula_NISTmain","Formula_Underivitized_forMod","Cstar_Cat","Library.Molecular.Weight_NISTmain","Model_Quant","Model_Properties","Notes","under_1500","slope.i.q.p","Quant_Factor_RFpred","Quant_Factor_final","slope.avg"
"376",1256,"20200803_1535_blob_1256_","caice_ssa_final_0803_1535","C7 acid",391,490,1980.555556,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",689,731,NA,"C13H26BNO6Si",NA,NA,331,TRUE,TRUE,NA,FALSE,1.55515514566884,0.000311888428042053,0.000311888428042053,NA
"377",912,"20200803_1535_blob_912_","caice_ssa_final_0803_1535","C7 acid",346,508,1911.111111,NA,"Cyclohexane, 1,1-dimethyl-3-methylene-2-[3-(t-butyldimethylsilyloxy)-2-propenyl)-, (Z)-",689,706,NA,"C18H34OSi",NA,NA,294,TRUE,TRUE,NA,FALSE,0.96057896390772,0.000455937887659727,0.000455937887659727,NA
"378",802,"20200803_1535_blob_802_","caice_ssa_final_0803_1535","C7 acid",309,418,2286.666667,NA,"Phorbol",689,690,NA,"C20H28O6",NA,NA,364,TRUE,TRUE,NA,FALSE,1.4471578182868,0.000525632689478595,0.000525632689478595,NA
"379",2342,"20200803_0949_blob_2342_","caice_ssa_final_0805_0949","C7 acid",336,397,1287.542428,NA,"2-Hexenoic acid, (E)-, TMS derivative",686,740,NA,"C9H18O2Si",NA,NA,186,TRUE,TRUE,NA,TRUE,3.18114012721145,0.0571312172758749,0.0571312172758749,NA
"380",1033,"20200803_1535_blob_1033_","caice_ssa_final_0803_1535","C7 acid",397,456,1965.277778,NA,"10,12,14-Nonacosatriynoic acid",685,687,NA,"C29H46O2",NA,NA,426,TRUE,TRUE,NA,FALSE,2.14905977376461,0.000220684056177149,0.000220684056177149,NA
"381",886,"20200803_1535_blob_886_","caice_ssa_final_0803_1535","C7 acid",360,456,2137.40458,NA,"2-Cyclohexene-1-carboxylic acid, 2-(7-hydroxy-3-methyl-1,3-octadienyl)-1,3-dimethyl-4-oxo-, methyl ester, [R-[R*,S*-(E,E)]]-",684,730,NA,"C19H28O4",NA,NA,320,TRUE,TRUE,NA,FALSE,1.55623089214136,0.000392494332049646,0.000392494332049646,NA
"382",723,"20200803_1535_blob_723_oil","caice_ssa_final_0803_1535","C7 acid",342,422,2288.333333,NA,"E,E,Z-1,3,12-Nonadecatriene-5,14-diol",683,716,NA,"C19H34O2",NA,NA,294,TRUE,TRUE,NA,FALSE,2.21638432530431,0.000344046554325984,0.000344046554325984,NA
"383",837,"20200803_1535_blob_837_","caice_ssa_final_0803_1535","C7 acid",309,404,2241.666667,NA,"Phenanthrene, 2,3,5-trimethyl-",682,812,NA,"C17H16",NA,NA,220,TRUE,TRUE,NA,FALSE,1.5248625152456,0.000466916254635546,0.000466916254635546,NA
"384",962,"20200803_1535_blob_962_","caice_ssa_final_0803_1535","C7 acid",308,378,2484.684685,NA,"4-O-Methyl-12b,13,20-triacetoxy-2,9-dihydroxy-3a-carboxy-2,3-seco-tigla-1(10),6-diene-3,9-lactone",681,685,NA,"C27H36O10",NA,NA,520,TRUE,TRUE,NA,FALSE,1.79978677979124,0.000565450326441314,0.000565450326441314,NA
"385",914,"20200803_1535_blob_914_","caice_ssa_final_0803_1535","C7 acid",407,479,1888.888889,NA,"1,1-Diphenyl-4-phenylthiobut-3-en-1-ol",680,707,NA,"C22H20OS",NA,NA,332,TRUE,TRUE,NA,FALSE,1.51806238710089,0.000279230067685435,0.000279230067685435,NA
"386",1362,"20200803_1535_blob_1362_","caice_ssa_final_0803_1535","C7 acid",293,363,2109.923664,NA,"Propanoic acid, 2-methyl-3-[4-t-butyl]phenyl-",679,699,NA,"C14H20O2",NA,NA,220,TRUE,TRUE,NA,FALSE,3.03901476511146,0.00019303250231591,0.00019303250231591,NA
"387",1200,"20200803_1535_blob_1200_","caice_ssa_final_0803_1535","C7 acid",344,403,2952.57732,NA,"Cholest-5-en-3-ol (3ﬂ)-, tetradecanoate",678,735,NA,"C41H72O2",NA,NA,596,TRUE,TRUE,NA,FALSE,2.23446954479764,0.000906044994427318,0.000906044994427318,NA
"388",851,"20200803_1535_blob_851_","caice_ssa_final_0803_1535","C7 acid",313,429,2135.877863,NA,"1,3-Diphenyl-3-methylcyclopropene",677,790,NA,"C16H14",NA,NA,206,TRUE,TRUE,NA,FALSE,1.55288817589755,0.000392457436438389,0.000392457436438389,NA
"389",1037,"20200803_1535_blob_1037_","caice_ssa_final_0803_1535","C7 acid",342,364,2187.78626,NA,"Dicyclohexylsulphide",676,826,NA,"C12H22S",NA,NA,198,TRUE,TRUE,NA,FALSE,1.47324338477035,0.000446475092370881,0.000446475092370881,NA
"390",1028,"20200803_1535_blob_1028_","caice_ssa_final_0803_1535","C7 acid",375,450,1902.777778,NA,"Oxiranedodecanoic acid, 3-octyl-, cis-",675,688,NA,"C22H42O3",NA,NA,354,TRUE,TRUE,NA,FALSE,2.7526154875052,0.000157171246743016,0.000157171246743016,NA
"391",868,"20200803_1535_blob_868_","caice_ssa_final_0803_1535","C7 acid",313,416,2251.666667,NA,"Benzo[b]dihydropyran, 6-hydroxy-4,4,5,7,8-pentamethyl-",675,758,NA,"C14H20O2",NA,NA,220,TRUE,TRUE,NA,FALSE,1.50364158981187,0.00048051780116875,0.00048051780116875,NA
"392",1405,"20200803_1535_blob_1405_","caice_ssa_final_0803_1535","C7 acid",400,436,1791.139241,NA,"1(2H)-Naphthalenone, 3,4-dihydro-4,5,6-trimethyl-",674,723,NA,"C13H16O",NA,NA,188,TRUE,TRUE,NA,FALSE,3.77516142291739,0.000243261243597839,0.000243261243597839,NA
"393",1184,"20200803_1535_blob_1184_","caice_ssa_final_0803_1535","C7 acid",388,487,1902.777778,NA,"10,12,14-Nonacosatriynoic acid",674,676,NA,"C29H46O2",NA,NA,426,TRUE,TRUE,NA,FALSE,0.92900433566776,0.000465694282970547,0.000465694282970547,NA
"394",904,"20200803_0949_blob_904_","caice_ssa_final_0805_0949","C7 acid",325,460,2041.538462,NA,"Heptasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13-tetradecamethyl-",673,762,NA,"C14H44O6Si7",NA,NA,504,TRUE,TRUE,NA,FALSE,1.23393428167222,0.000429945320215452,0.000429945320215452,NA
"395",833,"20200803_1535_blob_833_","caice_ssa_final_0803_1535","C7 acid",305,419,2167.938931,NA,"Benzo[b]dihydropyran, 6-hydroxy-4,4,5,7,8-pentamethyl-",673,757,NA,"C14H20O2",NA,NA,220,TRUE,TRUE,NA,FALSE,1.36456137648339,0.000468174623928897,0.000468174623928897,NA
"396",736,"20200803_1535_blob_736_","caice_ssa_final_0803_1535","C7 acid",290,410,2166.412214,NA,"Bi-1-cyclohexen-1-yl, 3,3,3',3',5,5,5',5'-octamethyl-",673,719,NA,"C20H34",NA,NA,274,TRUE,TRUE,NA,FALSE,1.31113318603435,0.000486160263910634,0.000486160263910634,NA
"397",928,"20200803_0949_blob_928_","caice_ssa_final_0805_0949","C7 acid",507,556,1952.112676,NA,"Linolool oxide, (Z)-, TMS derivative",670,819,NA,"C13H26O2Si",NA,NA,242,TRUE,TRUE,NA,FALSE,1.02592864767581,0.000453416713713721,0.000453416713713721,NA
"398",1001,"20200803_1535_blob_1001_","caice_ssa_final_0803_1535","C7 acid",378,454,1970.833333,NA,"a-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic butylboronate",669,681,NA,"C17H37BO6Si2",NA,NA,404,TRUE,TRUE,NA,FALSE,2.10617466802121,0.000227024017954086,0.000227024017954086,NA
"399",1067,"20200803_1535_blob_1067_","caice_ssa_final_0803_1535","C7 acid",374,434,1994.444444,NA,"1-Naphthol, 2,5,8-trimethyl-",668,778,NA,"C13H14O",NA,NA,186,TRUE,TRUE,NA,FALSE,1.13753375113899,0.000435186622722603,0.000435186622722603,NA
"400",940,"20200803_1535_blob_940_","caice_ssa_final_0803_1535","C7 acid",368,489,2128.244275,NA,"(22S)-6a,11ﬂ,21-Trihydroxy-16a,17a-propylmethylenedioxypregna-1,4-diene-3,20-dione",668,670,NA,"C25H34O7",NA,NA,446,TRUE,TRUE,NA,FALSE,0.916782169532056,0.000657344762126321,0.000657344762126321,NA
"401",663,"20200803_1535_blob_663_","caice_ssa_final_0803_1535","C7 acid",310,405,1965.277778,NA,"2,4,6-Cycloheptatrien-1-one, 3,5-bis-trimethylsilyl-",668,697,NA,"C13H22OSi2",NA,NA,250,TRUE,TRUE,NA,FALSE,1.12684487157201,0.000420877123201436,0.000420877123201436,NA
"402",909,"20200803_1535_blob_909_","caice_ssa_final_0803_1535","C7 acid",315,408,2178.625954,NA,"Bi-1-cyclohexen-1-yl, 3,3,3',3',5,5,5',5'-octamethyl-",667,768,NA,"C20H34",NA,NA,274,TRUE,TRUE,NA,FALSE,1.21778603200567,0.00053290855188981,0.00053290855188981,NA
"403",2405,"20200803_0949_blob_2405_","caice_ssa_final_0805_0949","C7 acid",565,572,1333.290656,NA,"2-Hydroxyisocaproic acid, TMS derivative",665,673,NA,"C9H20O3Si",NA,NA,204,TRUE,TRUE,NA,TRUE,1.70456708617271,0.0659517080928769,0.0659517080928769,NA
"404",636,"20200803_0949_blob_636_","caice_ssa_final_0805_0949","C7 acid",412,521,1881.690141,NA,"Epistephamiersine",665,765,NA,"C21H27NO6",NA,NA,389,TRUE,TRUE,NA,FALSE,1.50204436163095,0.000279237196197401,0.000279237196197401,NA
"405",740,"20200803_1535_blob_740_","caice_ssa_final_0803_1535","C7 acid",330,485,2067.175573,NA,"6,7-Dimethylthieno[2,3-b]quinolin-3-ylamine",665,706,NA,"C13H12N2S",NA,NA,228,TRUE,TRUE,NA,FALSE,1.35141138214343,0.000407647465041021,0.000407647465041021,NA
"406",1852,"20200803_0949_blob_1852_","caice_ssa_final_0805_0949","C7 acid",487,495,1295.246671,NA,"2-Oxovaleric acid, TBDMS derivative",664,669,NA,"C11H22O3Si",NA,NA,230,TRUE,TRUE,NA,TRUE,3.66820634040989,0.0456951874183784,0.0456951874183784,NA
"407",1096,"20200803_1535_blob_1096_","caice_ssa_final_0803_1535","C7 acid",339,395,2047.328244,NA,"Cholesta-4,6-dien-3-ol, (3ﬂ)-",664,726,NA,"C27H44O",NA,NA,384,TRUE,TRUE,NA,FALSE,0.887270248707441,0.000603039289557292,0.000603039289557292,NA
"408",620,"20200803_0949_blob_620_","caice_ssa_final_0805_0949","C7 acid",454,522,1945.070423,NA,"Linolool oxide, (E)-, TMS derivative",663,844,NA,"C13H26O2Si",NA,NA,242,TRUE,TRUE,NA,FALSE,1.3037196972401,0.00035312997998367,0.00035312997998367,NA
"409",1069,"20200803_1535_blob_1069_","caice_ssa_final_0803_1535","C7 acid",459,519,1840.277778,NA,"tert-Hexadecanethiol",662,675,NA,"C16H34S",NA,NA,258,TRUE,TRUE,NA,FALSE,1.13456855670426,0.000483171660031298,0.000483171660031298,NA
"410",939,"20200803_1535_blob_939_","caice_ssa_final_0803_1535","C7 acid",371,504,1941.666667,NA,"9,19-Cyclochloestene-3,7-diol, 4,14-dimethyl-, 3-acetate",661,676,NA,"C31H52O3",NA,NA,472,TRUE,TRUE,NA,FALSE,1.90644515646974,0.000240282144293263,0.000240282144293263,NA
"411",676,"20200803_1535_blob_676_","caice_ssa_final_0803_1535","C7 acid",309,455,2164.885496,NA,"Thiourea, 1-(2-chlorophenyl)-3-(pyridin-3-yl)-",661,684,NA,"C12H10ClN3S",NA,NA,263,TRUE,TRUE,NA,FALSE,1.21676258953344,0.000522691868818654,0.000522691868818654,NA
"412",869,"20200803_0949_blob_869_","caice_ssa_final_0805_0949","C7 acid",468,549,2050.769231,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",658,667,NA,"C28H50O4Si2",NA,NA,506,TRUE,TRUE,NA,FALSE,1.40805442914946,0.000381925675303925,0.000381925675303925,NA
"413",947,"20200803_0949_blob_947_","caice_ssa_final_0805_0949","C7 acid",450,506,1730.379747,NA,"Formic acid, 2-bromomethyl-4,4-dimethyl-3-(3-oxobut-1-enyl)cyclohex-2-enyl ester",658,684,NA,"C14H19BrO3",NA,NA,314,TRUE,TRUE,NA,FALSE,2.64251106297017,0.000657749491552913,0.000657749491552913,NA
"414",914,"20200803_0949_blob_914_","caice_ssa_final_0805_0949","C7 acid",379,456,2130.769231,NA,"Pentacyclo[9.1.0.0(2,4).0(5,7).0(8,10)]dodecane, 3,3,6,6,9,9,12,12-octamethyl-, anti,syn,anti-",658,738,NA,"C20H32",NA,NA,272,TRUE,TRUE,NA,FALSE,0.83633340998854,0.0007232557297792,0.0007232557297792,NA
"415",863,"20200803_1535_blob_863_","caice_ssa_final_0803_1535","C7 acid",305,411,2228.333333,NA,"Phenanthrene, 2,3,5-trimethyl-",658,813,NA,"C17H16",NA,NA,220,TRUE,TRUE,NA,FALSE,1.38137734918422,0.00050541156919901,0.00050541156919901,NA
"416",920,"20200803_0949_blob_920_","caice_ssa_final_0805_0949","C7 acid",393,447,1888.732394,NA,"Eicosanoic acid, 2,3-bis(acetyloxy)propyl ester",657,770,NA,"C27H50O6",NA,NA,470,TRUE,TRUE,NA,FALSE,1.84466142612145,0.000229739264736935,0.000229739264736935,NA
"417",907,"20200803_1535_blob_907_","caice_ssa_final_0803_1535","C7 acid",358,480,2148.091603,NA,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(butylboronate)",655,681,NA,"C17H34B2O6Si",NA,NA,384,TRUE,TRUE,NA,FALSE,1.1386767887824,0.000544916159276402,0.000544916159276402,NA
"418",957,"20200803_1535_blob_957_","caice_ssa_final_0803_1535","C7 acid",424,449,2065.648855,NA,"1-Methoxy-3-(trimethylsilyloxymethyl)nonane",654,701,NA,"C14H32O2Si",NA,NA,260,TRUE,TRUE,NA,FALSE,1.43357679314531,0.000383421692558227,0.000383421692558227,NA
"419",871,"20200803_0949_blob_871_","caice_ssa_final_0805_0949","C7 acid",423,456,1358.761496,NA,"Uridine, 5-chloro-2'-desoxytris-O-(trimethylsilyl)-",654,654,NA,"C18H35ClN2O5Si3",NA,NA,478,TRUE,TRUE,NA,TRUE,1.39266441766128,0.0617794860958497,0.0617794860958497,NA
"420",1472,"20200803_1535_blob_1472_","caice_ssa_final_0803_1535","C7 acid",336,408,2929.896907,NA,"Cholesta-4,6-dien-3-ol, (3ﬂ)-",653,736,NA,"C27H44O",NA,NA,384,TRUE,TRUE,NA,FALSE,1.43197564125482,0.00136744260420838,0.00136744260420838,NA
"421",878,"20200803_1535_blob_878_","caice_ssa_final_0803_1535","C7 acid",309,406,2149.618321,NA,"Bi-1-cyclohexen-1-yl, 3,3,3',3',5,5,5',5'-octamethyl-",653,751,NA,"C20H34",NA,NA,274,TRUE,TRUE,NA,FALSE,1.19303259634557,0.000521257745781846,0.000521257745781846,NA
"422",895,"20200803_1535_blob_895_","caice_ssa_final_0803_1535","C7 acid",345,444,1908.333333,NA,"B(9a)-Homo-19-norpregna-9(11),9a,16-trien-20-one, 3-(dimethylamino)-4,4,14-trimethyl-, (3ﬂ,5a)-",651,656,NA,"C26H39NO",NA,NA,381,TRUE,TRUE,NA,FALSE,1.4819809631315,0.000294322023223321,0.000294322023223321,NA
"423",861,"20200803_0949_blob_861_","caice_ssa_final_0805_0949","C7 acid",345,445,1753.164557,NA,"4-(3-Hydroxy-2,2,6-trimethyl-7-oxa-bicyclo[4.1.0]hept-1-yl)-but-3-en-2-one",649,683,NA,"C13H20O3",NA,NA,224,TRUE,TRUE,NA,FALSE,2.27995778760553,0.000600136025466026,0.000600136025466026,NA
"424",1057,"20200803_0949_blob_1057_","caice_ssa_final_0805_0949","C7 acid",393,448,1945.070423,NA,"2,2-Dimethyl-6-methylene-1-[3,5-dihydroxy-1-pentenyl]cyclohexan-1-perhydrol",648,666,NA,"C14H24O4",NA,NA,256,TRUE,TRUE,NA,FALSE,2.30936697410056,0.000199354418658395,0.000199354418658395,NA
"425",783,"20200803_0949_blob_783_","caice_ssa_final_0805_0949","C7 acid",344,460,2287.394958,NA,"1-Hydroxy-2-methylanthraquinone, TMS derivative",648,908,NA,"C18H18O3Si",NA,NA,310,TRUE,TRUE,NA,FALSE,1.01991518968295,0.000746619196978065,0.000746619196978065,NA
"426",1219,"20200803_1535_blob_1219_","caice_ssa_final_0803_1535","C7 acid",354,408,1830.555556,NA,"Benzene, 1,2,3,4-tetramethyl-4-(1-methylethenyl)-",647,717,NA,"C13H18",NA,NA,174,TRUE,TRUE,NA,FALSE,2.28340123044862,0.000265879095854854,0.000265879095854854,NA
"427",1134,"20200803_1535_blob_1134_","caice_ssa_final_0803_1535","C7 acid",343,423,2213.333333,NA,"Methyl (1-O-retinyl-2,3,4-triacetyl-ﬂ-D-glucopyran)uronate",646,653,NA,"C33H46O10",NA,NA,602,TRUE,TRUE,NA,FALSE,1.56424154923129,0.00043659373433174,0.00043659373433174,NA
"428",1110,"20200803_1535_blob_1110_","caice_ssa_final_0803_1535","C7 acid",471,617,1840.277778,NA,"18-Hydroxy-10-pentyl-11-oxa-1,5-dithia-spiro[5.13]nonadec-15-yn-12-one",645,660,NA,"C21H34O3S2",NA,NA,398,TRUE,TRUE,NA,FALSE,1.20057014418207,0.000456609199902755,0.000456609199902755,NA
"429",892,"20200803_1535_blob_892_","caice_ssa_final_0803_1535","C7 acid",370,509,2097.709924,NA,"Chromone, 5-hydroxy-6,7,8-trimethoxy-2,3-dimethyl-",645,673,NA,"C14H16O6",NA,NA,280,TRUE,TRUE,NA,FALSE,1.04274137443085,0.0005525724594158,0.0005525724594158,NA
"430",951,"20200803_1535_blob_951_","caice_ssa_final_0803_1535","C7 acid",411,447,1972.222222,NA,"3-Octen-2-ol, (E)-, TMS derivative",644,754,NA,"C11H24OSi",NA,NA,200,TRUE,TRUE,NA,FALSE,1.3190307596858,0.000363243583921356,0.000363243583921356,NA
"431",1712,"20200803_0949_blob_1712_","caice_ssa_final_0805_0949","C7 acid",290,348,1307.819815,NA,"3-Dibenzofuranamine",644,781,NA,"C12H9NO",NA,NA,183,TRUE,TRUE,NA,TRUE,1.89674727571146,0.0774426235045515,0.0774426235045515,NA
"432",1183,"20200803_0949_blob_1183_","caice_ssa_final_0805_0949","C7 acid",473,561,1926.760563,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",643,653,NA,"C28H50O4Si2",NA,NA,506,TRUE,TRUE,NA,FALSE,1.36441615615729,0.000328460169775927,0.000328460169775927,NA
"433",695,"20200803_0949_blob_695_","caice_ssa_final_0805_0949","C7 acid",374,461,1963.380282,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",643,732,NA,"C18H34OSi",NA,NA,294,TRUE,TRUE,NA,FALSE,1.29479319049378,0.000365264663936797,0.000365264663936797,NA
"434",2009,"20200803_0949_blob_2009_","caice_ssa_final_0805_0949","C7 acid",272,328,1230.188618,NA,"Hymexazole, tert-butyldimethylsilyl ether",643,654,NA,"C10H19NO2Si",NA,NA,213,TRUE,TRUE,NA,TRUE,2.91184305360551,0.113979557858092,0.113979557858092,NA
"435",1061,"20200803_0949_blob_1061_","caice_ssa_final_0805_0949","C7 acid",399,459,1932.394366,NA,"2,5-Octadecadiynoic acid, methyl ester",642,716,NA,"C19H30O2",NA,NA,290,TRUE,TRUE,NA,FALSE,2.41747355179556,0.000186923768178475,0.000186923768178475,NA
"436",891,"20200803_1535_blob_891_","caice_ssa_final_0803_1535","C7 acid",354,482,1965.277778,NA,"1,4-Bis-(3,3-dimethyl-but-1-ynyl)-2,6,6-trimethyl-cyclohex-2-ene-1,4-diol",640,646,NA,"C21H32O2",NA,NA,316,TRUE,TRUE,NA,FALSE,1.28565496677151,0.000368888418820855,0.000368888418820855,NA
"437",1011,"20200803_0949_blob_1011_","caice_ssa_final_0805_0949","C7 acid",378,509,1845.070423,NA,"1-Cyclopenten-3-one, 1-(3-methoxy-1-(E)-octenyl)-2-trimethylsilyl-",637,672,NA,"C17H30O2Si",NA,NA,294,TRUE,TRUE,NA,FALSE,2.19382851075573,0.000237615418544737,0.000237615418544737,NA
"438",1055,"20200803_0949_blob_1055_","caice_ssa_final_0805_0949","C7 acid",436,503,1595.454545,NA,"a-D-Glucopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",635,649,NA,"C14H31BO6Si2",NA,NA,362,TRUE,TRUE,NA,FALSE,0.985473557516788,0.00727283444915813,0.00727283444915813,NA
"439",796,"20200803_0949_blob_796_","caice_ssa_final_0805_0949","C7 acid",335,460,2463.636364,NA,"Thiourea, 1-(2-chlorophenyl)-3-(pyridin-3-yl)-",635,672,NA,"C12H10ClN3S",NA,NA,263,TRUE,TRUE,NA,FALSE,0.984202637706778,0.00100252098584818,0.00100252098584818,NA
"440",959,"20200803_1535_blob_959_","caice_ssa_final_0803_1535","C7 acid",313,399,2571.171171,NA,"1-Hydroxy-2-(2,3,4,6-tetra-O-acetyl-beta-d-glucopyranosyl)-9H-xanthene-3,6,7-triyl triacetate",635,635,NA,"C33H34O18",NA,NA,718,TRUE,TRUE,NA,FALSE,1.28655816994461,0.000898256103534454,0.000898256103534454,NA
"441",1163,"20200803_1535_blob_1163_","caice_ssa_final_0803_1535","C7 acid",368,443,1884.722222,NA,"1,3-Xylyl-18-crown-5, 2-(9-borabicyclo[3.3.1]non-9-yl)-",634,646,NA,"C24H37BO5",NA,NA,416,TRUE,TRUE,NA,FALSE,1.76576987857943,0.000238592970102675,0.000238592970102675,NA
"442",745,"20200803_1535_blob_745_","caice_ssa_final_0803_1535","C7 acid",405,420,1440.677966,NA,"1,3-Diisobutyrin, TMS derivative",633,697,NA,"C14H28O5Si",NA,NA,304,TRUE,TRUE,NA,TRUE,1.16124295834198,0.0313488080765462,0.0313488080765462,NA
"443",699,"20200803_0949_blob_699_","caice_ssa_final_0805_0949","C7 acid",369,382,2107.692308,NA,"1-Butanol, 4-(hexyloxy)-",633,804,NA,"C10H22O2",NA,NA,174,TRUE,TRUE,NA,FALSE,1.04780758303131,0.000558029536954137,0.000558029536954137,NA
"444",635,"20200803_0949_blob_635_","caice_ssa_final_0805_0949","C7 acid",353,486,1995.774648,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",633,690,NA,"C18H34OSi",NA,NA,294,TRUE,TRUE,NA,FALSE,1.15892472639694,0.000427990194054291,0.000427990194054291,NA
"445",1089,"20200803_0949_blob_1089_","caice_ssa_final_0805_0949","C7 acid",320,464,1949.295775,NA,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",633,720,NA,"C16H50O7Si8",NA,NA,578,TRUE,TRUE,NA,FALSE,1.16069579791606,0.000399114883915697,0.000399114883915697,NA
"446",1043,"20200803_1535_blob_1043_","caice_ssa_final_0803_1535","C7 acid",312,402,2310,NA,"4,4,6a,6b,8a,11,12,14b-Octamethyl-docosahydropicene-3,13-diol",633,670,NA,"C30H52O2",NA,NA,444,TRUE,TRUE,NA,FALSE,1.67446988502437,0.000470129194225395,0.000470129194225395,NA
"447",1105,"20200803_0949_blob_1105_","caice_ssa_final_0805_0949","C7 acid",407,496,1791.139241,NA,"19-Norandrosterone, 2TMS derivative",632,657,NA,"C24H44O2Si2",NA,NA,420,TRUE,TRUE,NA,FALSE,2.19421047412491,0.000418533442142885,0.000418533442142885,NA
"448",1031,"20200803_1535_blob_1031_","caice_ssa_final_0803_1535","C7 acid",357,416,1805.555556,NA,"1-(3-Hydroxypropyl)-5,5,8a-trimethyldecahydronaphthalen-2-ol",628,656,NA,"C16H30O2",NA,NA,254,TRUE,TRUE,NA,FALSE,1.39597601072243,0.000565445523635514,0.000565445523635514,NA
"449",1004,"20200803_0949_blob_1004_","caice_ssa_final_0805_0949","C7 acid",376,547,2012.307692,NA,"Methyl glycocholate, 3TMS derivative",626,660,NA,"C36H69NO6Si3",NA,NA,695,TRUE,TRUE,NA,FALSE,1.40961030473644,0.000360532890217415,0.000360532890217415,NA
"450",1072,"20200803_0949_blob_1072_","caice_ssa_final_0805_0949","C7 acid",403,497,2018.461538,NA,"2-Cyclohexene-1-carboxylic acid, 1,3-dimethyl-2-(3-methyl-7-oxo-1,3-octadienyl)-4-oxo-, methyl ester, (+)-",624,647,NA,"C19H26O4",NA,NA,318,TRUE,TRUE,NA,FALSE,1.26337913841173,0.000405918597474073,0.000405918597474073,NA
"451",1000,"20200803_1535_blob_1000_","caice_ssa_final_0803_1535","C7 acid",408,444,1875,NA,"Melezitose",623,666,NA,"C18H32O16",NA,NA,504,TRUE,TRUE,NA,FALSE,1.05544081233199,0.000393505740333802,0.000393505740333802,NA
"452",980,"20200803_0949_blob_980_","caice_ssa_final_0805_0949","C7 acid",362,450,1971.830986,NA,"Acetamide, N-methyl-N-[4-[2-acetoxymethyl-1-pyrrolidyl]-2-butynyl]-",623,649,NA,"C14H22N2O3",NA,NA,266,TRUE,TRUE,NA,FALSE,2.48214367143773,0.000192919527473183,0.000192919527473183,NA
"453",1451,"20200803_0949_blob_1451_","caice_ssa_final_0805_0949","C7 acid",303,362,1933.802817,NA,"4-Butylbenzoic acid, 2-bromo-4-fluorophenyl ester",623,662,NA,"C17H16BrFO2",NA,NA,350,TRUE,TRUE,NA,FALSE,2.71238920129418,0.000166945003413354,0.000166945003413354,NA
"454",1168,"20200803_0949_blob_1168_","caice_ssa_final_0805_0949","C7 acid",476,568,1593.181818,NA,"p-Hydroxydiisopropylbenzene, TMS derivative",621,649,NA,"C15H26OSi",NA,NA,250,TRUE,TRUE,NA,FALSE,0.844842070951374,0.00868834363387423,0.00868834363387423,NA
"455",958,"20200803_0949_blob_958_","caice_ssa_final_0805_0949","C7 acid",377,514,1922.535211,NA,"Acetic acid, 17-(1-acetoxy-ethyl)-10,13-dimethyl-3-oxo-2,3,8,9,10,11,12,13,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-11-yl (ester)",619,620,NA,"C25H34O5",NA,NA,414,TRUE,TRUE,NA,FALSE,1.23614101148555,0.000360299808975912,0.000360299808975912,NA
"456",805,"20200803_0949_blob_805_","caice_ssa_final_0805_0949","C7 acid",487,536,2268.907563,NA,"2-methylidene-6,10,14-trimethylpen2-methylidene-6,10,14-trimethylpentadecanoic acid silylated",617,664,NA,"C22H44O2Si",NA,NA,368,TRUE,TRUE,NA,FALSE,1.55656632426889,0.000476094309283385,0.000476094309283385,NA
"457",993,"20200803_0949_blob_993_","caice_ssa_final_0805_0949","C7 acid",388,457,1845.070423,NA,"9-Octadecenoic acid, (2-phenyl-1,3-dioxolan-4-yl)methyl ester, trans-",617,627,NA,"C28H44O4",NA,NA,444,TRUE,TRUE,NA,FALSE,2.14298954157394,0.000243252460959625,0.000243252460959625,NA
"458",1815,"20200803_0949_blob_1815_","caice_ssa_final_0805_0949","C7 acid",371,430,2092.307692,NA,"2-[4-methyl-6-(2,6,6-trimethylcyclohex-1-enyl)hexa-1,3,5-trienyl]cyclohex-1-en-1-carboxaldehyde",615,616,NA,"C23H32O",NA,NA,324,TRUE,TRUE,NA,FALSE,3.8999432411239,0.00014657459425337,0.00014657459425337,NA
